item,itemLabel,position,positionLabel,startDate,endDate
Q99852154,Déogratias Nkusu Kunzi Bikawa,,Ministre des Relations avec le Parlement,2019-09-06,2021-04-26
Q48775372,Claude Nyamugabo Bazibuhe,,Ministre de l'Environnement et Développement durable,2019-09-06,2021-04-26
Q97163169,Didier Mazengu Mukanzu,,Ministre des Transports et Voies de communications,2019-09-06,2021-04-26
Q106904800,Jean Joseph Kasonga Mukuta,,Ministre de l’Agriculture,2019-09-06,2021-04-26
Q106904755,Jonathan Bialosuka Wata,,Ministre de la Pêche et Élevage,2019-09-06,2021-04-26
Q106904741,Guy Mikulu Pombo,,Ministre du Développement rural,2019-09-06,2021-04-26
Q96210162,Rose Boyata Monkaju,,Ministre des Affaires sociales,2019-09-06,2021-04-26
Q97446584,Steve Mbikayi Mabuluki,,Ministre des Actions humanitaires et Solidarité nationale,2019-09-06,2021-04-26
Q18649355,Thomas Luhaka Losendjola,,Ministre de l’Enseignement supérieur et universitaire,2019-09-06,2021-04-26
Q105798778,José Mpanda Kabangu,,Ministre de la Recherche Scientifique,2019-09-06,2021-04-26
Q96210398,Aimé Sakombi Molendo,,Ministre des Affaires foncières,2019-09-06,2021-04-26
Q469286,Julien Paluku Kahongya,,Ministre de l’Industrie,2019-09-06,2021-04-26
Q97368316,John Ntumba Panumankole,,Ministre de la Formation professionnelle,2019-09-06,2021-04-26
Q106904729,Aggée Aje Matembo Toto,,Ministre de l’Aménagement,2019-09-06,2021-04-26
Q3190458,Justin Kalumba Mwana Ngongo,,Ministre des PME,2019-09-06,2021-04-26
Q106904634,Eraston Kambale Tsongo,,Ministre de la Jeunesse,2019-09-06,2021-04-26
Q106904673,Marcel Amos Mbayo Kitenge,,Ministre des Sports,2019-09-06,2021-04-26
Q96468125,Yves Bunkulu Zola,,Ministre du Tourisme,2019-09-06,2021-04-26
Q107189483,Jean-Marie Lukunji Kikuni,,Ministre de la Culture,2019-09-06,2021-04-26
Q106904653,André Kabanda Kana,,Ministre près le Président de la République,2019-09-06,2021-04-26
Q96209939,Jacqueline Penge Sanganyoi,,Ministre près le Premier ministre,2019-09-06,2021-04-26
Q106904691,Sylvain Mutombo Kabinga,,Ministre auprès du ministre de la Défense,2019-09-06,2021-04-26
Q106044069,Eyrolles Michel Mvunzi Meya,,Ministre auprès du ministre de l’Intérieur,2019-09-06,2021-04-26
Q95457762,Irène Esambo Diata,,Ministre chargée des personnes vivant avec handicap,2019-09-06,2021-04-26
Q106904491,Bernard Takahishe Ngumbi,,Vice-ministre de la Justice,2019-09-06,2021-04-26
Q106904515,Innocent Bokele Walaka,,Vice-ministre de l'Intérieur,2019-09-06,2021-04-26
Q60836700,Freddy Kita,,Vice-ministre du Plan,2019-09-06,2021-04-26
Q97161501,Félix Momat Kitenge,,Vice-ministre du Budget,2019-09-06,2021-04-26
Q106786484,Raymond Tchedya Patay,,Vice-ministre des Affaires étrangères et des Congolais de l’Étranger,2019-09-06,2021-04-26
Q106904475,Valery Mukasa Mwanabute,,Vice-ministre de la Coopération internationale et régionale,2019-09-06,2021-04-26
Q106904543,Moussa Mondo,,Vice-ministre des Hydrocarbures,2019-09-06,2021-04-26
Q107189695,Papy Pungu Lwamba,,Vice-ministre des Ressources hydrauliques et de l'Électricité,2019-09-06,2021-04-26
Q106905153,Didier Budimbu Ntubuanga,,"Vice-ministre de l'Enseignement primaire, secondaire et technique",2019-09-06,2021-04-26
Q109044538,Mata M'elanga Junior,,Vice-ministre Près le Ministre des Finances,2019-09-06,2021-04-26
Q97501811,Didier Lutundula Okito,,Vice-ministre de l’Économie nationale,2019-09-06,2021-04-26
Q96210443,Alpha Denise Lupetu Tshilumbayi,,Vice-ministre des Mines,2019-09-06,2021-04-26
Q107189786,Albert Mpeti Biyombo,,Vice-ministre de la Santé,2019-09-06,2021-04-26
Q95456177,Dr Jeanne Ilunga Zaina,,Vice-ministre de l'Environnement,2019-09-06,2021-04-26
Q96210122,Liliane Banga Lwaboshi,,Vice-ministre de l'Enseignement supérieur et universitaire,2019-09-06,2021-04-26
Q106904613,Jacques Yuma Kipuka,,Vice-ministre des Transports et voies de communication,2019-09-06,2021-04-26
Q28086239,Germain Kambinga Katomba,,Vice-ministre de la Formation professionnelle,2019-09-06,2021-04-26
